table,field,alias,queryset,"show in detail","show in list",show_as_extra_field,is_lincs_field,detail_order,list_order,use_for_search_index,is_unrestricted,"Unique ID","DWG Field Name","HMS Field Name",Description,,,,,,,,,
,incubation_time,,_undefined,,,,TRUE,999,999,TRUE,TRUE,EXO_PP:2,PP_Incubation_Time,,"The time of treatment with the protein/peptide target in the assay",,,,,,,,,
proteinbatch,batch_id,,,FALSE,FALSE,,TRUE,5,5,FALSE,TRUE,PMB1,PP_Center_Batch_ID,"Batch ID","Sample ID of the tested compound, referring to  of the tested sample; assigned after local registry of the compound (center specific)",,,,,,,,,
proteinbatch,provider_name,,,TRUE,TRUE,,TRUE,8,8,FALSE,TRUE,PMB2,PP_Provider,,"Vendor or lab that supplied the compound",,,,,,,,,
proteinbatch,provider_catalog_id,,,TRUE,TRUE,,TRUE,9,9,FALSE,TRUE,PMB3,PP_Provider_Catalog_ID,,"ID or catalogue number assigned to the specific supplied sample by the vendor or provider",,,,,,,,,
proteinbatch,provider_batch_id,,,TRUE,TRUE,,TRUE,10,10,FALSE,TRUE,PMB4,PP_Provider_Sample_ID,"Provider Batch ID","Sample ID of the compound obtained from the provider or vendor (if available); this should include batch and / or lot number",,,,,,,,,
cell,facility_id,cell_facility_id,,TRUE,TRUE,,TRUE,1,1,FALSE,TRUE,CL:1,CL_Center_Canonical_ID,"HMS LINCS ID","HMS LINCS-specific ID for the cells",,,,,,,,,
cell,name,cell_name,,TRUE,TRUE,,TRUE,2,2,FALSE,TRUE,CL:2,CL_Name,Name,"Primary name for the cells as chosen by LINCS",,,,,,,,,"Cell Line"
cell,alternative_names,,,TRUE,FALSE,,TRUE,3,999,FALSE,TRUE,CL:3,CL_Alternate_Name,"Alternative Names","List of synonymous names for the cells",,,,,,,,,
cell,lincs_id,,,TRUE,TRUE,,TRUE,4,3,FALSE,TRUE,CL:4,CL_LINCS_ID,"LINCS ID","Global LINCS ID for the cells",,,,,,,,,
cell,alternative_id,,,TRUE,TRUE,,TRUE,5,999,FALSE,TRUE,CL:5,CL_Alternative_ID,"Alternative ID","CLO ID or other common ID for the cell line or, if derived from another line, for its parent cell line",,,,,,,,,
cell,precursor,,,FALSE,FALSE,,FALSE,999,999,,,CL:6,CL_Precursor_Cell_ID,,,,,,,,,,,
,precursor_cell_name,,cell,TRUE,FALSE,,TRUE,6,999,FALSE,TRUE,CL:7,CL_Precursor_Cell_Name,"Parent Cell Line","Name of the parent cell line from which the cell line was derived, if relevant",,,,,,,,,
,precursor_cell_id,,cell,FALSE,FALSE,,TRUE,999,999,FALSE,TRUE,CL:8,CL_Precursor_Cell_ID,,,,,,,,,,,
,precursor_cell_batch_id,,cell,FALSE,FALSE,,TRUE,999,999,FALSE,TRUE,CL:9,CL_Precursor_Cell_Batch_ID,,"Center-specific batch ID of the parent cell line from which this cell line was derived",,,,,,,,,
,precursor_cell_facility_batch_id,,cell,FALSE,FALSE,,FALSE,6,999,FALSE,TRUE,CL:9a,,"Parent Cell Line HMS LINCS ID",,,,,,,,,,
cell,reference_source,,,TRUE,FALSE,,TRUE,7,4,TRUE,TRUE,CL:10,CL_Reference_Source,,"Repository or provider from which the cell line can be obtained",,,,,,,,,
cell,reference_source_url,,,FALSE,FALSE,,FALSE,999,999,FALSE,TRUE,CL:11,,"Reference Source URL","URL for the repository from which the cell line can be obtained",,,,,,,,,
cell,organism,,,TRUE,FALSE,,TRUE,8,999,TRUE,TRUE,CL:12,CL_Organism,,"Organism of origin for the cells",,,,,,,,,
cell,organ,,,TRUE,FALSE,,TRUE,9,999,TRUE,TRUE,CL:13,CL_Organ,,"Organ of origin for the cells",,,,,,,,,
cell,tissue,,,TRUE,FALSE,,TRUE,10,999,TRUE,TRUE,CL:14,CL_Tissue,,"Tissue of origin for the cells",,,,,,,,,Organ
cell,cell_type,,,TRUE,FALSE,,TRUE,11,999,TRUE,TRUE,CL:15,CL_Cell_Type,,"Cell type of origin for the cells",,,,,,,,,
cell,cell_type_detail,,,TRUE,FALSE,,TRUE,12,999,TRUE,TRUE,CL:16,CL_Cell_Type_Detail,"Details of Cell Type","Additional description of the cell type of origin for the cells",,,,,,,,,
cell,donor_sex,,,TRUE,FALSE,,TRUE,13,999,TRUE,TRUE,CL:17,CL_Donor_Sex,,"Sex of the cell donor",,,,,,,,,
cell,donor_age_years,,,TRUE,FALSE,,TRUE,14,999,FALSE,TRUE,CL:18,CL_Donor_Age,,"Age of the cell donor at the time of donation (in years)",,,,,,,,,
cell,donor_ethnicity,,,TRUE,FALSE,,TRUE,15,999,TRUE,TRUE,CL:19,CL_Donor_Ethnicity,,"Ethnicity of the cell donor (if human)",,,,,,,,,
cell,donor_health_status,,,TRUE,FALSE,,TRUE,16,999,TRUE,TRUE,CL:20,CL_Donor_Health_Status,,"Health status of the cell donor",,,,,,,,,
cell,disease,,,TRUE,FALSE,,TRUE,17,999,TRUE,TRUE,CL:21,CL_Disease,,"Disease of the cell donor, if relevant",,,,,,,,,Histology
cell,disease_detail,,,TRUE,FALSE,,TRUE,18,999,TRUE,TRUE,CL:22,CL_Disease_Detail,"Details of Disease","Details of the disease of the cell donor, if relevant",,,,,,,,,
cell,production_details,,,TRUE,FALSE,,TRUE,19,999,TRUE,TRUE,CL:23,CL_Production_Details,,"Procedure(s) by which the cell line was derived from its parent cell line, including genetic transformations and phenotypic selections",,,,,,,,,
cell,genetic_modification,,,TRUE,FALSE,,TRUE,20,999,TRUE,TRUE,CL:24,CL_Genetic_Modification,"Genetic Modification(s)","Description of any stable genetic transformations done to the cells",,,,,,,,,
cell,mutations_known,,,TRUE,FALSE,,TRUE,21,999,TRUE,TRUE,CL:25,CL_Known_Mutations,"Known Mutations","Mutations inherent in the cells",,,,,,,,,
cell,mutation_citations,,,TRUE,FALSE,,TRUE,22,999,TRUE,TRUE,CL:26,CL_Mutation_Citations,"Citation Information for Mutations","Relevant citations describing the mutations in the cells",,,,,,,,,
cell,verification_reference_profile,,,TRUE,FALSE,,TRUE,23,999,TRUE,TRUE,CL:27,CL_Verification_Reference_Profile,,"Expected STR (reference) profile of the cells",,,,,,,,,
cell,growth_properties,,,TRUE,FALSE,,TRUE,24,999,TRUE,TRUE,CL:28,CL_Growth_Properties,,"Growth properties of the cells",,,,,,,,,"Growth Properties"
cell,recommended_culture_conditions,,,TRUE,FALSE,,TRUE,25,999,TRUE,TRUE,CL:29,CL_Recommended_Culture_Conditions,,"Standard tissue culture conditions used to maintain the cells",,,,,,,,,"CMT Medium"
cell,relevant_citations,,,TRUE,FALSE,,TRUE,26,999,TRUE,TRUE,CL:30,CL_Relevant_Citations,,"Relevant citations regarding the origin or derivation of the cells",,,,,,,,,
cell,usage_note,,,TRUE,FALSE,,TRUE,27,999,TRUE,TRUE,CL:31,,"Usage Note","Important note(s) for users of these cells",,,,,,,,,
cellbatch,batch_id,,,FALSE,FALSE,,FALSE,1,1,FALSE,TRUE,CLB:1,CL_Center_Batch_ID,"HMS LINCS Batch ID","Batch ID number assigned by the HMS LINCS Center",,,,,,,,,
,facility_batch,,cellbatch,TRUE,TRUE,,TRUE,1,1,FALSE,TRUE,CLB:2,,"HMS LINCS Batch ID","HMS LINCS Batch ID",,,,,,,,,
,center_specific_code,,cellbatch,TRUE,FALSE,,TRUE,2,999,TRUE,TRUE,CLB:3,CL_Center_Specific_Code,"HMS LINCS Batch Name","Commonly used name for this batch at HMS LINCS",,,,,,,,,
cellbatch,provider_name,,,TRUE,TRUE,,TRUE,3,2,FALSE,TRUE,CLB:4,CL_Provider_Name,Provider,"Vendor, repository, or lab that supplied the cells",,,,,,,,,Origin
cellbatch,provider_catalog_id,,,TRUE,TRUE,,TRUE,4,3,FALSE,TRUE,CLB:5,CL_Provider_Catalog_ID,,"ID or catalog number assigned to the specific cells supplied by the provider",,,,,,,,,
cellbatch,provider_batch_id,,,TRUE,TRUE,,TRUE,5,4,FALSE,TRUE,CLB:6,CL_Provider_Batch_ID,,"Batch or lot number assigned to the specific sample of cells supplied by the provider (if available)",,,,,,,,,
cellbatch,source_information,,,TRUE,FALSE,,TRUE,6,999,TRUE,TRUE,CLB:7,CL_Source_Information,"Source Information","Detailed source information for this particular batch",,,,,,,,,
cellbatch,date_received,,,TRUE,FALSE,,TRUE,7,999,FALSE,TRUE,CLB:8,CL_Date_Received,"Date Received","Date when this batch was obtained from the provider",,,,,,,,,
cellbatch,quality_verification,,,TRUE,FALSE,,TRUE,8,5,FALSE,TRUE,CLB:9,CL_Quality_Verification,"HMS QC Outcome","Outcome of the QC test: PASS/FAIL",,,,,,,,,
cellbatch,transient_modification,,,TRUE,FALSE,,TRUE,9,6,TRUE,TRUE,CLB:10,CL_Transient_Modification,"Transient Modification(s)","Description of any transient transfection or viral transduction done to the cells prior to use",,,,,,,,,
primarycell,facility_id,primary_cell_facility_id,,TRUE,TRUE,,FALSE,1,1,FALSE,TRUE,PC:1,PC_Center_Canonical_ID,"HMS LINCS ID","HMS LINCS-specific ID for the cells",,,,,,,,,
primarycell,name,primary_cell_name,,TRUE,TRUE,,TRUE,2,2,FALSE,TRUE,PC:2,PC_Name,Name,"Primary name for the cells as chosen by LINCS",,,,,,,,,
primarycell,alternative_names,,,TRUE,FALSE,,TRUE,3,999,FALSE,TRUE,PC:3,PC_Alternative_Name,"Alternative Names","List of synonymous names for the cells",,,,,,,,,
primarycell,lincs_id,,,TRUE,TRUE,,TRUE,4,3,FALSE,TRUE,PC:4,PC_LINCS_ID,,"Global LINCS ID for the cells",,,,,,,,,
primarycell,alternative_id,,,TRUE,TRUE,,TRUE,5,4,FALSE,TRUE,PC:5,PC_Alternative_ID,,"CL ID or other common ID for the cells",,,,,,,,,
primarycell,precursor,,,FALSE,FALSE,,FALSE,999,999,FALSE,TRUE,PC:6,,"Internal Precursor ID",,,,,,,,,,
,precursor_cell_name,,primarycell,TRUE,FALSE,,TRUE,6,999,FALSE,TRUE,PC:7,PC_Precursor_Cell_Name,"Parent Primary Cell","Name of the parent primary cells from which these cells were derived, if relevant",,,,,,,,,
,precursor_cell_id,,primarycell,FALSE,FALSE,,TRUE,6,999,FALSE,TRUE,PC:8,PC_Precursor_Cell_ID,,,,,,,,,,,
,precursor_cell_batch_id,,primarycell,FALSE,FALSE,,TRUE,6,999,FALSE,TRUE,PC:9,PC_Precursor_Cell_Batch_ID,,"Center-specific batch ID of the parent primary cells from which these cells were derived",,,,,,,,,
,precursor_cell_facility_batch_id,,primarycell,FALSE,FALSE,,FALSE,6,999,FALSE,TRUE,PC:9a,,"Parent Primary Cell HMS LINCS ID",,,,,,,,,,
primarycell,organism,,,TRUE,FALSE,,TRUE,6,999,TRUE,TRUE,PC:10,PC_Organism,,"Organism of origin for the cells",,,,,,,,,
primarycell,organ,,,TRUE,FALSE,,TRUE,7,999,TRUE,TRUE,PC:11,PC_Organ,,"Organ of origin for the cells",,,,,,,,,
primarycell,tissue,,,TRUE,FALSE,,TRUE,8,999,TRUE,TRUE,PC:12,PC_Tissue,,"Tissue of origin for the cells",,,,,,,,,
primarycell,cell_type,,,TRUE,FALSE,,TRUE,9,999,TRUE,TRUE,PC:13,PC_Cell_Type,,"Cell type of origin for the cells",,,,,,,,,
primarycell,cell_type_detail,,,TRUE,FALSE,,TRUE,10,999,TRUE,TRUE,PC:14,PC_Cell_Type_Detail,"Details of Cell Type","Additional description of cell type of origin for the cells",,,,,,,,,
primarycell,donor_sex,,,TRUE,FALSE,,TRUE,11,999,TRUE,TRUE,PC:15,PC_Donor_Sex,,"Sex of the cell donor",,,,,,,,,
primarycell,gonosome_code,,,FALSE,FALSE,,TRUE,99,999,FALSE,TRUE,PC:16,PC_Gonosome_Code,"Primary Cell Gonosome Code","List of the sex chomosomes (gonosome) of the cells (e.g. XX, XY, XXY)",,,,,,,,,
primarycell,donor_age_years,,,TRUE,FALSE,,TRUE,12,999,FALSE,TRUE,PC:17,PC_Donor_Age,"Donor Age","Age of the cell donor at the time of donation (in years)",,,,,,,,,
primarycell,donor_ethnicity,,,TRUE,FALSE,,TRUE,13,999,TRUE,TRUE,PC:18,PC_Donor_Ethnicity,,"Ethnicity of the cell donor (if human)",,,,,,,,,
primarycell,donor_health_status,,,TRUE,FALSE,,TRUE,14,999,TRUE,TRUE,PC:19,PC_Donor_Health_Status,,"Health status of the cell donor",,,,,,,,,
primarycell,disease,,,TRUE,FALSE,,TRUE,15,999,TRUE,TRUE,PC:20,PC_Disease,,"Disease of the cell donor, if relevant",,,,,,,,,
primarycell,disease_detail,,,TRUE,FALSE,,TRUE,16,999,TRUE,TRUE,PC:21,PC_Disease_Detail,"Details of Disease","Details of the disease of the cell donor",,,,,,,,,
primarycell,disease_site_onset,,,TRUE,FALSE,,TRUE,17,999,TRUE,TRUE,PC:22,PC_Disease_Site_Onset,"Site of Disease Onset","Site of disease onset in the cell donor",,,,,,,,,
primarycell,disease_age_onset_years,,,TRUE,FALSE,,TRUE,18,999,FALSE,TRUE,PC:23,PC_Disease_Age_Onset,"Donor Age at Disease Onset","Age of disease onset in the cell donor (in years)",,,,,,,,,
primarycell,donor_age_death_years,,,TRUE,FALSE,,TRUE,19,999,FALSE,TRUE,PC:24,PC_Donor_Age_Death,"Donor Age at Death","Age of death of the cell donor (in years)",,,,,,,,,
primarycell,donor_disease_duration_years,,,TRUE,FALSE,,TRUE,20,999,FALSE,TRUE,PC:25,PC_Donor_Disease_Duration,"Disease Duration","Disease duration in the cell donor (in years) = [donor age at time of donation] - [donor age at disease onset]",,,,,,,,,
primarycell,production_details,,,TRUE,FALSE,,TRUE,21,999,TRUE,TRUE,PC:26,PC_Production_Details,"Production Details","Procedure(s) by which the cells were derived, including genetic transformations and phenotypic selections",,,,,,,,,
primarycell,cell_markers,,,TRUE,FALSE,,TRUE,22,999,TRUE,TRUE,PC:27,PC_Cell_Markers,,"A controlled vocabulary describing the markers used to isolate / identify the cell type",,,,,,,,,
primarycell,genetic_modification,,,TRUE,FALSE,,TRUE,23,999,TRUE,TRUE,PC:28,PC_Genetic_Modification,"Genetic Modification(s)","Description of any stable genetic transformations done to the cells",,,,,,,,,
primarycell,mutations_known,,,TRUE,FALSE,,TRUE,24,999,TRUE,TRUE,PC:29,PC_Known_Mutations,,"Mutations inherent in the cells",,,,,,,,,
primarycell,mutation_citations,,,TRUE,FALSE,,TRUE,25,999,TRUE,TRUE,PC:30,PC_Mutation_Citations,"Citation Information for Mutations","Relevant citations describing the mutations in the cells",,,,,,,,,
primarycell,verification_reference_profile,,,TRUE,FALSE,,TRUE,26,999,TRUE,TRUE,PC:31,PC_Verification_Reference_Profile,,"Expected STR (reference) profile of the cells",,,,,,,,,
primarycell,growth_properties,,,TRUE,FALSE,,TRUE,27,999,TRUE,TRUE,PC:32,PC_Growth_Properties,,"Growth properties of the cells",,,,,,,,,
primarycell,recommended_culture_conditions,,,TRUE,FALSE,,TRUE,28,999,TRUE,TRUE,PC:33,PC_Recommended_Culture_Conditions,,"Standard tissue culture conditions used to maintain the cells",,,,,,,,,
primarycell,relevant_citations,,,TRUE,FALSE,,TRUE,29,999,TRUE,TRUE,PC:34,PC_Relevant_Citations,,"Relevant citations regarding the origin or derivation of the cells",,,,,,,,,
primarycell,usage_note,,,TRUE,FALSE,,FALSE,30,999,TRUE,TRUE,PC:35,,"Usage Note","Important note(s) for users of these cells",,,,,,,,,
primarycellbatch,batch_id,,,FALSE,FALSE,,FALSE,1,1,FALSE,TRUE,PCB:1,PC_Center_Batch_ID,,"Batch ID number assigned by the HMS LINCS Center",,,,,,,,,
,facility_batch,,primarycellbatch,TRUE,TRUE,,TRUE,1,1,FALSE,TRUE,PCB:2,,"HMS LINCS Batch ID","HMS LINCS Batch ID",,,,,,,,,
,center_specific_code,,primarycellbatch,TRUE,FALSE,,TRUE,2,999,TRUE,TRUE,PCB:3,PC_Center_Specific_Code,"HMS LINCS Batch Name","Commonly used name for this batch at HMS LINCS",,,,,,,,,
primarycellbatch,provider_name,,,TRUE,TRUE,,TRUE,3,2,FALSE,TRUE,PCB:4,PC_Provider_Name,Provider,"Vendor or lab that supplied the cells",,,,,,,,,
primarycellbatch,provider_catalog_id,,,TRUE,TRUE,,TRUE,4,3,FALSE,TRUE,PCB:5,PC_Provider_Catalog_ID,,"ID or catalog number assigned to the specific cells supplied by the provider",,,,,,,,,
primarycellbatch,provider_batch_id,,,TRUE,TRUE,,TRUE,5,4,FALSE,TRUE,PCB:6,PC_Provider_Batch_ID,,"Batch or lot number assigned to the specific sample of cells supplied by the provider (if available)",,,,,,,,,
primarycellbatch,source_information,,,TRUE,FALSE,,TRUE,6,999,TRUE,TRUE,PCB:7,PC_Source_Information,"Source Information","Detailed source information for this particular batch",,,,,,,,,
primarycellbatch,date_received,,,TRUE,FALSE,,TRUE,7,999,FALSE,TRUE,PCB:8,PC_Date_Received,"Date Received","Date when this batch was obtained from the provider",,,,,,,,,
primarycellbatch,quality_verification,,,TRUE,FALSE,,TRUE,8,999,FALSE,TRUE,PCB:9,PC_Quality_Verification,"HMS QC Outcome","Outcome of the QC test: PASS/FAIL",,,,,,,,,
primarycellbatch,culture_conditions,,,TRUE,FALSE,,TRUE,9,999,TRUE,TRUE,PCB:10,PC_Culture_Conditions,,"Actual culture conditions",,,,,,,,,
primarycellbatch,passage_number,,,TRUE,FALSE,,TRUE,10,999,FALSE,TRUE,PCB:11,PC_Passage_Number,,"Number of times, if any, the cells have been re-plated and allowed to grow back to confluency or to some maximum density if using suspension cultures",,,,,,,,,
primarycellbatch,transient_modification,,,TRUE,FALSE,,TRUE,11,999,TRUE,TRUE,PCB:12,PC_Transient_Modification,"Transient Modification(s)","Description of any transient transfection or viral transduction done to the cells prior to use",,,,,,,,,
antibody,facility_id,,,TRUE,TRUE,,TRUE,1,1,FALSE,TRUE,AR:4,AR_Center_Canonical_ID,"HMS LINCS ID","HMS-specific ID for the antibody",,,,,,,,,
antibody,name,,,TRUE,TRUE,,TRUE,2,2,FALSE,TRUE,AR:1,AR_Name,Name,"Primary name for the antibody as chosen by LINCS",,,,,,,,,
antibody,alternative_names,,,TRUE,TRUE,,TRUE,3,3,FALSE,TRUE,AR:3,AR_Alternative_Name,"Alternative Names","List of synonymous names for the antibody",,,,,,,,,
antibody,alternative_id,,,FALSE,FALSE,,TRUE,999,999,FALSE,TRUE,AR:3a,AR_Alternative_ID,,,,,,,,,,,
antibody,clone_name,,,TRUE,TRUE,,TRUE,4,4,TRUE,TRUE,AR:5,AR_Clone_Name,"Clone Name","Monoclonal clone name/ID #",,,,,,,,,
antibody,rrid,,,TRUE,TRUE,,TRUE,5,6,TRUE,TRUE,AR:6,AR_RRID,"Resource Identification Initiative ID","Antibody RRID according to Antibody Registry",,,,,,,,,
antibody,lincs_id,,,TRUE,TRUE,,TRUE,6,5,FALSE,TRUE,AR:2,AR_LINCS_ID,"LINCS ID","Global LINCS ID for the antibody",,,,,,,,,
antibody,type,,,TRUE,FALSE,,TRUE,7,7,TRUE,TRUE,AR:7,AR_Antibody_Type,Type,"Specification of antibody as natural or engineered",,,,,,,,,
,target_protein_name,,antibody,TRUE,TRUE,,TRUE,8,8,FALSE,TRUE,AR:8,AR_Target_Protein,"Nominal Protein Target","Nominal protein target, based on the recommended name from UniProt. If the target is not a protein (""N/A""), see information below.",,,,,,,,,
,target_protein_uniprot_id,,antibody,FALSE,FALSE,,TRUE,9,9,FALSE,TRUE,AR:9,AR_Target_Protein_ID,"Nominal Protein Target UniProt ID","UniProt ID of the nominal protein target of the antibody. If the target is not a protein (""N/A""), see information below.",,,,,,,,,
,target_protein_center_id,,antibody,TRUE,FALSE,,TRUE,10,10,FALSE,TRUE,AR:10,AR_Target_Protein_Center_ID,"Nominal Protein Target HMS LINCS ID","Protein target HMS LINCS ID",,,,,,,,,
,target_protein_lincs_id,,antibody,FALSE,FALSE,,TRUE,11,11,FALSE,TRUE,AR:11,AR_Target_Protein_LINCS_ID,"Nominal Protein Target LINCS ID","Protein target global LINCS ID",,,,,,,,,
antibody,non_protein_target_name,,,TRUE,FALSE,,TRUE,12,12,TRUE,TRUE,AR:12,AR_Non-Protein_Target,"Nominal Non-protein Target","Nominal target if not a protein. If the target is a protein (""N/A""), see information above.",,,,,,,,,
antibody,target_organism,,,TRUE,FALSE,,TRUE,13,13,TRUE,TRUE,AR:13,AR_Target_Organism,"Organism of Nominal Target","Organism of target",,,,,,,,,
antibody,immunogen,,,TRUE,FALSE,,TRUE,14,14,TRUE,TRUE,AR:14,AR_Immunogen,Immunogen,"Complete description of immunogen or entity used to select epitope",,,,,,,,,
antibody,immunogen_sequence,,,TRUE,FALSE,,TRUE,15,15,TRUE,TRUE,AR:15,AR_Immunogen_Sequence,,"Sequence of immunogen or entity used to select epitope",,,,,,,,,
antibody,species,,,TRUE,FALSE,,TRUE,16,16,TRUE,TRUE,AR:16,AR_Antibody_Species,"Fc Domain Source Species","Antibody Fc domain source species",,,,,,,,,
antibody,clonality,,,TRUE,FALSE,,TRUE,17,17,TRUE,TRUE,AR:17,AR_Antibody_Clonality,Clonality,"Mono- or polyclonality of antibody",,,,,,,,,
antibody,isotype,,,TRUE,FALSE,,TRUE,18,18,TRUE,TRUE,AR:18,AR_Antibody_Isotype,"Fc Domain Isotype","Isotype of antibody Fc domain",,,,,,,,,
antibody,source_organism,,,TRUE,FALSE,,TRUE,19,19,TRUE,TRUE,AR:19,AR_Antibody_Production_Source_Organism,"Source Organism for Production","Source organism for antibody production",,,,,,,,,
antibody,production_details,,,TRUE,FALSE,,TRUE,20,20,TRUE,TRUE,AR:20,AR_Antibody_Production_Details,"Production Details","Antibody production details",,,,,,,,,
antibody,labeling,,,TRUE,FALSE,,TRUE,21,21,TRUE,TRUE,AR:21,AR_Antibody_Labeling,"Conjugate or Label","Antibody conjugate or label",,,,,,,,,
antibody,labeling_details,,,TRUE,FALSE,,TRUE,22,22,TRUE,TRUE,AR:22,AR_Antibody_Labeling_Details,"Labeling Details","Antibody conjugation or labeling details",,,,,,,,,
antibody,relevant_citations,,,TRUE,FALSE,,TRUE,23,23,TRUE,TRUE,AR:23,AR_Relevant_Citations,,"Relevant citations for antibody generation or labeling",,,,,,,,,
antibodybatch,center_name,,,FALSE,FALSE,,TRUE,999,999,FALSE,TRUE,ARB:a,AR_Center_Name,,,,,,,,,,,
antibodybatch,batch_id,,,FALSE,FALSE,,FALSE,1,1,FALSE,TRUE,ARB:1,AR_Center_Batch_ID,"HMS LINCS Batch ID","Batch ID number assigned by the HMS LINCS Center",,,,,,,,,
,facility_batch,,antibodybatch,TRUE,TRUE,,TRUE,1,1,TRUE,TRUE,ARB:1a,,"HMS LINCS Batch ID","Batch ID number assigned by the HMS LINCS Center",,,,,,,,,
antibodybatch,provider_name,,,TRUE,TRUE,,TRUE,2,2,TRUE,TRUE,ARB:2,AR_Provider_Name,Provider,"Vendor or lab that supplied the antibody",,,,,,,,,
antibodybatch,provider_catalog_id,,,TRUE,TRUE,,TRUE,3,3,TRUE,TRUE,ARB:3,"AR_Provider_Catalog_ ID",,"ID or catalog number assigned to the specific antibody supplied by the vendor or provider",,,,,,,,,
antibodybatch,provider_batch_id,,,TRUE,TRUE,,TRUE,4,4,TRUE,TRUE,ARB:4,AR_Provider_Batch_ID,,"Batch or lot number assigned to the specific sample of antibody supplied by the vendor or provider (if available)",,,,,,,,,
antibodybatch,antibody_purity,,,TRUE,FALSE,,TRUE,5,5,TRUE,TRUE,ARB:5,AR_Antibody_Purity,Purity,"Details and method of purification of the antibody, if known",,,,,,,,,
otherreagent,facility_id,,,TRUE,TRUE,,FALSE,1,1,FALSE,TRUE,OR:99,OR_Center_Canonical_ID,"HMS LINCS ID","HMS-specific ID for the reagent",,,,,,,,,
otherreagent,name,,,TRUE,TRUE,,TRUE,2,2,FALSE,TRUE,OR:1,OR_Name,Name,"Primary name for the reagent as chosen by LINCS",,,,,,,,,
otherreagent,alternative_names,,,TRUE,TRUE,,TRUE,3,3,FALSE,TRUE,OR:3,OR_Alternative_Name,"Alternative Names","List of synonymous names for the reagent",,,,,,,,,
otherreagent,lincs_id,,,TRUE,TRUE,,TRUE,4,4,FALSE,TRUE,OR:2,OR_LINCS_ID,"LINCS ID","Global LINCS ID for the reagent",,,,,,,,,
otherreagent,alternative_id,,,TRUE,TRUE,,TRUE,5,5,FALSE,TRUE,OR:5,OR_Alternative_ID,"Alternative IDs","Other relevant IDs for the reagent",,,,,,,,,
otherreagent,relevant_citations,,,TRUE,FALSE,,TRUE,6,999,TRUE,TRUE,OR:9,OR_Relevant_Citations,,"Relevant citations for reagent production or validation",,,,,,,,,
otherreagent,role,,,FALSE,FALSE,,TRUE,999,999,TRUE,TRUE,OR:4,OR_Role,,"Role of reagent",,,,,,,,,
otherreagentbatch,batch_id,,,FALSE,FALSE,,FALSE,999,999,FALSE,TRUE,ORB:1,OR_Center_Batch_ID,"HMS LINCS Batch ID","Batch ID number assigned by the HMS LINCS Center",,,,,,,,,
,facility_batch,,otherreagentbatch,TRUE,TRUE,,TRUE,1,1,FALSE,TRUE,ORB:1a,,"HMS LINCS Batch ID","Batch ID number assigned by the HMS LINCS Center",,,,,,,,,
otherreagentbatch,provider_name,,,TRUE,TRUE,,TRUE,2,2,FALSE,TRUE,OR:6,OR_Provider_Name,Provider,"Vendor or lab that supplied the reagent",,,,,,,,,
otherreagentbatch,provider_catalog_id,,,TRUE,TRUE,,TRUE,3,3,FALSE,TRUE,OR:7,OR_Provider_Catalog_ID,,"ID or catalog number assigned to the specific reagent supplied by the vendor or provider",,,,,,,,,
otherreagentbatch,provider_batch_id,,,TRUE,TRUE,,TRUE,4,4,FALSE,TRUE,OR:8,OR_Provider_Batch_ID,,"Batch or lot number assigned to the specific sample of reagent supplied by the vendor or provider (if available)",,,,,,,,,
,name,,salt,TRUE,TRUE,,TRUE,1,1,FALSE,TRUE,SALT:1,,Name,"The primary name for the (parent) compound (in a standardized representation) as chosen by LINCS",,,,,,,,,
,alternative_names,,salt,TRUE,TRUE,,TRUE,2,2,FALSE,TRUE,SALT:3,,"Alternative Names","List of synonymous compound names, drug name (if applicable), and other alternative names",,,,,,,,,
,facility_id,,salt,TRUE,TRUE,,TRUE,10,10,FALSE,TRUE,SALT:4,,"HMS LINCS ID","Center specific compound ID of the (parent structure) assigned by the center",,,,,,,,,
,pubchem_cid,,salt,TRUE,TRUE,,TRUE,14,14,FALSE,TRUE,SALT:5,,"Pubchem CID","CID that corresponds to the standardized parent compound in NCBI's PubChem database; after applying the same business rules",,,,,,,,,
qcevent,facility_id_for,,,FALSE,FALSE,,FALSE,0,0,FALSE,TRUE,QC:0,,"Facility ID for","Facility ID for",,,,,,,,,
qcevent,batch_id_for,,,FALSE,FALSE,,FALSE,1,1,FALSE,TRUE,QC:1,,"Salt ID for","Salt ID for",,,,,,,,,
qcevent,salt_id_for,,,FALSE,FALSE,,FALSE,2,2,FALSE,TRUE,QC:2,,"Batch ID for","Batch ID for",,,,,,,,,
qcevent,outcome,,,TRUE,TRUE,,FALSE,4,4,FALSE,TRUE,QC:3,,"HMS QC Outcome","Outcome of the QC test: PASS/FAIL",,,,,,,,,
qcevent,date,,,TRUE,TRUE,,FALSE,3,3,FALSE,TRUE,QC:4,,Date,"Event date",,,,,,,,,
qcevent,comment,,,TRUE,TRUE,,FALSE,5,5,FALSE,TRUE,QC:5,,Comment,"Specific comments about the QC results",,,,,,,,,
,qcattachedfile_set,,qcevent,TRUE,TRUE,,FALSE,6,6,FALSE,TRUE,QC:6,,Files,"QC testing files",,,,,,,,,
qcattachedfile,file_type,,,TRUE,TRUE,,FALSE,0,0,FALSE,TRUE,QCA:0,,"File Type","Type of QC file",,,,,,,,,
qcattachedfile,file_date,,,TRUE,FALSE,,FALSE,1,1,FALSE,TRUE,QCA:1,,"File Date","File Date",,,,,,,,,
