cell line	drug	target	log10[IC50 (M)]	log10[GI50 (M)]	log2[HillSlope]	E_max
HCC1419	Ibandronate sodium salt	FDPS	-3.5473	-5.1499	-0.4610	0.44635
HCC1419	Imatinib	ABL/KIT/PDGFR	-4.4631	-4.6953	1.9281	0.005148699999999999
HCC1419	Ixabepilone	TUBB	-4.8488	-5.0061	1.9953	0.016645
HCC1419	LBH589	HDAC	-6.5755	-7.1834	0.3080	0.0025218000000000003
HCC1419	Lestaurtinib	FLT3/JAK2/TrkA	-5.182	-6.2045	0.1003	0.14947
HCC1419	MG-132	Proteasome	-6.2344	-6.8516	0.7604	0.037131
HCC1419	MLN4924	NAE1	-5.928	-6.6347	0.7031	0.36644
HCC1419	NSC663284	CDC25	-5.3377	-5.7659	0.5617	0.0049518
HCC1419	NU6102	CDK1/2	NaN	NaN	NaN	NaN
HCC1419	Nutlin 3a	MDM2	NaN	NaN	NaN	NaN
HCC1419	Olomoucine II	CDK1	-4.5755	-5.415	-0.0355	0.31019
HCC1419	Oxaliplatin	DNA cross-linker	-4.1056	-4.7424	0.3039	0.09333999999999999
HCC1419	Oxamflatin	HDAC	-5.1797	-5.9343	0.0990	0.077599
HCC1419	PD173074	FGFR1/3	-4.4776	-5.1784	0.2048	0.6269
HCC1419	PP242 hydrate	MTOR	NaN	NaN	NaN	NaN
HCC1419	Paclitaxel	TUBB	-4.4776	-7.9362	1.1763	0.7390000000000001
HCC1419	SB-715992	KSP	-4.9434	-5.2287	1.9762	0.014659
HCC1419	Sigma AKT1-2 inhibitor	AKT	-5.043	-6.1201	-0.3047	0.1657
HCC1419	Sunitinib Malate	PDGFR/VEGFR/KIT/FLT3	-4.7988	-5.0314	1.9989	0.11231
HCC1419	TCS2312 dihydrochloride	CHK1	-5.5173	-5.9623	0.8584	0.29904000000000003
HCC1419	Tamoxifen	ESR1	-4.208	-4.5796	0.8984	0.13602
HCC1419	Temsirolimus	MTOR	-5.1378	NaN	-1.4917	0.26249
HCC1419	Topotecan	TOP1	-5.9434	-6.5412	0.2690	0.18552000000000002
HCC1419	Trichostatin A	HDAC	-4.3344	-4.7769	1.2001	0.022061
HCC1419	Triciribine	AKT	-4.4776	-6.6517	-0.9755	0.56624
HCC1419	VX-680	AURK/FLT3/ABL/JAK2	-4.1981	-4.8568	-0.1050	0.39555999999999997
HCC1419	Valproic acid	HDAC	-2.4163	-3.0491	0.6663	0.10295
HCC1419	Vinorelbine	TUBB	-5.3194	-7.098	-1.2842	0.27091
HCC1419	Vorinostat	HDAC	-3.3978	-4.0907	0.5685	0.01913
HCC1419	XRP44X	ELK3	NaN	NaN	NaN	NaN
HCC1419	Z-Leu-Leu-Leu-al	Proteasome	NaN	NaN	NaN	NaN
HCC1419	Z-Leu-Leu-Norvalinal	Proteasome	NaN	NaN	NaN	NaN
HCC1428	17-AAG	HSP90	-6.1114	-7.739	-1.5274	0.15623
HCC1428	5-FU	TYMS	-4.5358	-5.1729	-0.0078	0.16976
HCC1428	5-FUdR	TYMS	-3.08	-4.1241	-0.7481	0.26073
HCC1428	AG1478	EGFR	NaN	NaN	NaN	NaN
HCC1428	BIBW2992	EGFR/HER2	-5.3456	-5.7379999999999995	0.6276	0.015350999999999998
HCC1428	Baicalein	Lipoxygenase	-4.0206	-4.3724	0.7916	0.37544
HCC1428	Bortezomib	Proteasome	-5.8097	-6.5985	-0.1312	0.26982
HCC1428	Bosutinib	Src	-5.0767	-5.4463	0.6871	0.096859
HCC1428	CGC-11047	Polyamine analogue	-3.1710000000000003	-4.2068	-0.2933	0.1829
HCC1428	CGC-11144	Polyamine analogue	-6.1629	-6.4617	0.9793	0.010006999999999999
HCC1428	CPT-11	TOP1	-4.3505	-4.649	1.5634	0.35358
HCC1428	Carboplatin	DNA cross-linker	-3.5573	-3.8724	0.9553	0.08897999999999999
HCC1428	Cisplatin	DNA cross-linker	-4.3978	-4.5393	1.9987	0.038142
HCC1428	Docetaxel	TUBB	-5.0	-6.4032	0.1184	0.7934899999999999
HCC1428	Doxorubicin	TOP2	NaN	NaN	NaN	NaN
HCC1428	Epirubicin	TOP2	-5.7191	-5.8954	1.6924	0.0302
HCC1428	Erlotinib	EGFR	-4.1759	-4.7518	1.5077	0.6604899999999999
HCC1428	Etoposide	TOP2	-3.9171	-4.5105	0.2600	0.37833
HCC1428	Everolimus	MTOR	-4.9144	-5.6969	-0.7571	0.26773
HCC1428	Fascaplysin	CDK4	-7.2446	-7.4391	1.4068	0.00535
HCC1428	GSK1059615	PI3K	-5.6863	-6.2551	0.0105	0.025782999999999997
HCC1428	GSK1070916	AURK	-4.8856	-5.6712	0.6654	0.15986
HCC1428	GSK1120212	MEK	NaN	NaN	NaN	NaN
HCC1428	GSK1838705A	IGF1R	-5.4502	-5.7088	0.9130	0.088214
HCC1428	GSK2119563A	PI3K	NaN	NaN	NaN	NaN
HCC1428	GSK2126458A	PI3K	-6.6504	-7.5424	-0.2105	0.2826
HCC1428	GSK461364	PLK1	-4.9399	-5.269	1.7398	0.020262
HCC1428	GSK923295	CENPE	-4.7519	-5.4242	0.0696	0.35086
HCC1428	Gefitinib	EGFR	-4.8307	-4.9709	1.3528	0.1114
HCC1428	Geldanamycin	HSP90	-5.3837	-7.5179	1.4701	0.5049
HCC1428	Gemcitabine	DNA replication	-3.8416	-4.4875	2.0000	0.7350399999999999
HCC1428	IKK 16	IKK	-5.3455	-5.4739	1.9136	0.007742300000000001
HCC1428	Ibandronate sodium salt	FDPS	-3.1782	-3.9275	0.6159	0.45365
HCC1428	Imatinib	ABL/KIT/PDGFR	-4.5302	-4.744	1.3782	0
HCC1428	Ixabepilone	TUBB	-5.7992	NaN	-1.6416	0.26424000000000003
HCC1428	LBH589	HDAC	-6.8673	-7.0469	1.6229	0.01518
HCC1428	Lestaurtinib	FLT3/JAK2/TrkA	-5.4869	-6.4079	-0.7055	0.19659000000000001
HCC1428	MG-132	Proteasome	-6.3892	-6.5928	1.6604	0.16465
HCC1428	MLN4924	NAE1	-4.1759	-6.9644	0.5433	0.61828
HCC1428	NSC663284	CDC25	-5.3191	-5.5278	1.5484	0.009120200000000002
HCC1428	NU6102	CDK1/2	-4.6026	-4.8681	0.9686	0.12971
HCC1428	Nutlin 3a	MDM2	-4.343999999999999	-4.5678	0.7811	0.33781
HCC1428	Olomoucine II	CDK1	-4.6896	-5.3374	0.1158	0.29644000000000004
HCC1428	Oxaliplatin	DNA cross-linker	-4.9041	-5.1229	1.3890	0.048626
HCC1428	Oxamflatin	HDAC	-6.1494	-6.3189	1.7062	0.027134
HCC1428	PD173074	FGFR1/3	-5.1367	-5.3555	1.2029	0.029486000000000002
HCC1428	PP242 hydrate	MTOR	-7.4406	-9.2993	-1.9198	0.18143
HCC1428	Paclitaxel	TUBB	-4.4776	-6.0625	0.6627	0.76686
HCC1428	SB-715992	KSP	-5.2032	-5.9047	0.8127	0.1257
HCC1428	Sigma AKT1-2 inhibitor	AKT	-4.8855	-5.5055	0.3718	0.10784
HCC1428	Sunitinib Malate	PDGFR/VEGFR/KIT/FLT3	-5.0479	-5.2565	1.3718	0
HCC1428	TCS2312 dihydrochloride	CHK1	-5.8401	-6.152	0.9034	0.056796000000000006
HCC1428	Tamoxifen	ESR1	-4.2667	NaN	-1.6412	0.41063999999999995
HCC1428	Temsirolimus	MTOR	-4.8099	-5.8112	-0.8815	0.23895999999999998
HCC1428	Topotecan	TOP1	-5.6965	-6.3155	0.3713	0.11484000000000001
HCC1428	Trichostatin A	HDAC	-5.4557	-5.7568	1.1447	0.019316
HCC1428	Triciribine	AKT	-5.867999999999999	-7.0873	-1.1208	0.19722
HCC1428	VX-680	AURK/FLT3/ABL/JAK2	NaN	NaN	NaN	NaN
HCC1428	Valproic acid	HDAC	-2.8884	-3.1603	1.1060	0.015925
HCC1428	Vinorelbine	TUBB	NaN	NaN	NaN	NaN
HCC1428	Vorinostat	HDAC	-4.2032	-4.4423	1.1991	0.013992
HCC1428	XRP44X	ELK3	-3.8761	-5.8419	1.8612	0.7028
HCC1428	Z-Leu-Leu-Leu-al	Proteasome	NaN	NaN	NaN	NaN
HCC1428	Z-Leu-Leu-Norvalinal	Proteasome	-5.4336	-6.156000000000001	1.6462	0.40691
HCC1569	17-AAG	HSP90	-6.6593	-6.8748	1.3337	0.21538000000000002
HCC1569	5-FU	TYMS	-3.4078	-3.9617	-1.0523	0.15515
HCC1569	5-FUdR	TYMS	-2.5871	-3.3387	-1.3301	0.47545
HCC1569	AG1478	EGFR	-4.6358	-5.3792	-0.4602	0.31605
HCC1569	BIBW2992	EGFR/HER2	-5.5154	NaN	-1.2290	0.21151999999999999
HCC1569	Baicalein	Lipoxygenase	-3.8842	-3.9805	0.5627	0.41008999999999995
HCC1569	Bortezomib	Proteasome	-7.4018	-7.4695	1.3846	0.04543
HCC1569	Bosutinib	Src	-5.6117	-5.8001	0.8774	0.17898
HCC1569	CGC-11047	Polyamine analogue	-2.8474	-3.5307	-1.2498	0.34310999999999997
HCC1569	CGC-11144	Polyamine analogue	-5.8988	-6.3397	-1.0880	0.048458
HCC1569	CPT-11	TOP1	-4.4504	-4.5932	0.8899	0.16455
HCC1569	Carboplatin	DNA cross-linker	-3.7117	-3.9916	0.0983	0.20817
HCC1569	Cisplatin	DNA cross-linker	-4.6143	-4.9528	-0.0501	0.25659
HCC1569	Docetaxel	TUBB	-5.0	-8.0854	0.5246	0.5932
HCC1569	Doxorubicin	TOP2	-6.2596	-6.4796	-1.2243	0.64566
HCC1569	Epirubicin	TOP2	-5.8433	-6.1287	-0.4114	0.12186
HCC1569	Erlotinib	EGFR	-4.2339	-4.7274	0.2770	0.48425
HCC1569	Etoposide	TOP2	-3.9211	-4.1879	-0.7252	0.34625
HCC1569	Everolimus	MTOR	-5.1083	NaN	-1.9365	0.36293000000000003
HCC1569	Fascaplysin	CDK4	-6.2991	-6.3953	1.2357	0.0023696
HCC1569	GSK1059615	PI3K	-5.7588	-5.955	0.8809	0.20583
HCC1569	GSK1070916	AURK	-5.653	-6.1004	-0.9525	0.20187
HCC1569	GSK1120212	MEK	NaN	NaN	NaN	NaN
HCC1569	GSK1838705A	IGF1R	-4.1759	-4.1759	1.9975	0.7054
HCC1569	GSK2119563A	PI3K	-5.2228	-5.6042	-0.5643	0.31544
HCC1569	GSK2126458A	PI3K	-7.5276	-7.7975	0.3386	0.24128000000000002
HCC1569	GSK461364	PLK1	-5.0714	-5.7745	-1.4360	0.37629
HCC1569	GSK923295	CENPE	-5.006	-6.6969	0.2195	0.5046
HCC1569	Gefitinib	EGFR	-4.9701	-5.2564	0.0824	0.23751
HCC1569	Geldanamycin	HSP90	-7.2331	-7.4065	1.4399	0.2953
HCC1569	Gemcitabine	DNA replication	-4.5744	-6.0004	-1.1968	0.53259
HCC1569	IKK 16	IKK	-5.4277	-5.5154	1.6290	0
HCC1569	Ibandronate sodium salt	FDPS	-3.8755	-4.2352	0.8504	0.34367
HCC1569	Imatinib	ABL/KIT/PDGFR	-4.5922	-4.7569	0.8852	0.0035707
HCC1569	Ixabepilone	TUBB	-6.2365	-6.1322	0.2556	0.095457
HCC1569	LBH589	HDAC	-6.524	-6.822	0.6140	0.047468
HCC1569	Lestaurtinib	FLT3/JAK2/TrkA	-5.7214	-6.2004	-0.2011	0.08249
HCC1569	MG-132	Proteasome	-6.6125	-6.7353	1.7422	0.044675
HCC1569	MLN4924	NAE1	-4.1759	-5.643	-0.8874	0.63722
HCC1569	NSC663284	CDC25	-5.3169	-5.4529	1.6369	0.0063366
HCC1569	NU6102	CDK1/2	-4.4909	-4.6448	1.5484	0.29568
HCC1569	Nutlin 3a	MDM2	-4.4159	-4.4193	0.7493	0.28473000000000004
HCC1569	Olomoucine II	CDK1	-4.468999999999999	-5.312	1.3570	0.37574
HCC1569	Oxaliplatin	DNA cross-linker	-4.8709	-5.3869	-0.7866	0.214
HCC1569	Oxamflatin	HDAC	-5.6636	-5.8921	1.0083	0.039505
HCC1569	PD173074	FGFR1/3	-5.0968	-5.2307	1.2302	0.034057
HCC1569	PP242 hydrate	MTOR	-7.8177	-9.0248	-1.9280	0.1064
HCC1569	Paclitaxel	TUBB	-4.4776	-7.9203	1.9991	0.55225
HCC1569	SB-715992	KSP	-6.1916	-6.3647	-1.1966	0.15139
HCC1569	Sigma AKT1-2 inhibitor	AKT	-4.7859	-5.0882	0.5375	0.14787
HCC1569	Sunitinib Malate	PDGFR/VEGFR/KIT/FLT3	-5.0677	-5.1025	1.8115	0.005943
HCC1569	TCS2312 dihydrochloride	CHK1	-6.1864	-6.3416	1.6677	0.18692999999999999
HCC1569	Tamoxifen	ESR1	NaN	NaN	NaN	NaN
HCC1569	Temsirolimus	MTOR	-4.9524	-5.5033	-1.2659	0.28139000000000003
HCC1569	Topotecan	TOP1	-5.3784	-5.8132	-0.1160	0.29955
HCC1569	Trichostatin A	HDAC	-4.9721	-5.0569	1.1418	0.058549000000000004
HCC1569	Triciribine	AKT	-4.4776	-4.4776	-1.3537	0.61239
HCC1569	VX-680	AURK/FLT3/ABL/JAK2	-5.022	-5.7245	-0.8567	0.21425999999999998
HCC1569	Valproic acid	HDAC	-2.465	-2.7894	0.3225	0.14060999999999998
HCC1569	Vinorelbine	TUBB	-6.349	-6.3653	-1.0695	0.11896
HCC1569	Vorinostat	HDAC	-3.8723	-4.0163	0.3386	0.046046
HCC1569	XRP44X	ELK3	-3.8761	-5.3606	0.1557	0.56892
HCC1569	Z-Leu-Leu-Leu-al	Proteasome	NaN	NaN	NaN	NaN
HCC1569	Z-Leu-Leu-Norvalinal	Proteasome	-6.1312	-6.41	0.4308	0.15257
HCC1806	17-AAG	HSP90	-6.9621	-7.0904	1.3640	0.14155
HCC1806	5-FU	TYMS	-4.0549	-4.6127	-1.1236	0.094252
HCC1806	5-FUdR	TYMS	-3.6848	-4.0833	-1.2779	0.21181
HCC1806	AG1478	EGFR	-3.7773	-3.7773	0.5926	0.65175
HCC1806	BIBW2992	EGFR/HER2	-6.0553	-6.3696	-0.7358	0.069223
HCC1806	Baicalein	Lipoxygenase	-4.123	-4.428	0.7058	0.444
HCC1806	Bortezomib	Proteasome	-6.8723	-6.9551	1.2308	0.010662
HCC1806	Bosutinib	Src	-5.6161	-5.7744	0.7190	0.22115
HCC1806	CGC-11047	Polyamine analogue	-4.1877	-4.6384	-1.1115	0.1181
HCC1806	CGC-11144	Polyamine analogue	NaN	NaN	NaN	NaN
HCC1806	CPT-11	TOP1	-5.4129	-5.817	-0.2109	0.064618
HCC1806	Carboplatin	DNA cross-linker	-4.6326	-4.8368	0.4152	0.0047142
HCC1806	Cisplatin	DNA cross-linker	-5.5351	-5.7058	0.8119	0.082237
HCC1806	Docetaxel	TUBB	-8.5659	-8.6584	1.0861	0.08528
HCC1806	Doxorubicin	TOP2	-6.9901	-7.3056	0.3323	0.14927
HCC1806	Epirubicin	TOP2	-6.6193	-6.8314	0.3578	0.003554
HCC1806	Erlotinib	EGFR	-4.1759	-5.4555	-1.4108	0.5059
HCC1806	Etoposide	TOP2	-5.497999999999999	-5.6338	1.3057	0.11847
HCC1806	Everolimus	MTOR	NaN	NaN	NaN	NaN
HCC1806	Fascaplysin	CDK4	-6.5131	-6.5995	1.2088	0.005328800000000001
HCC1806	GSK1059615	PI3K	-5.5872	-5.8567	-0.3295	0.041671
HCC1806	GSK1070916	AURK	-5.0186	-5.0488	1.2696	0.047258
HCC1806	GSK1120212	MEK	-4.7773	-6.3239	1.2600	0.67285
HCC1806	GSK1838705A	IGF1R	NaN	NaN	NaN	NaN
HCC1806	GSK2119563A	PI3K	-5.294	-5.8016	-0.9200	0.32532
HCC1806	GSK2126458A	PI3K	-7.192	-7.5727	-0.6590	0.066461
HCC1806	GSK461364	PLK1	-7.8853	-7.9576	2.0000	0.1486
HCC1806	GSK923295	CENPE	-7.232	-7.3834	1.1283	0.2401
HCC1806	Gefitinib	EGFR	-5.0403	-5.3864	-0.8150	0.28918
HCC1806	Geldanamycin	HSP90	-6.8637	-7.142	-0.0527	0.17168
HCC1806	Gemcitabine	DNA replication	-8.5897	-8.7366	1.0724	0.1252
HCC1806	IKK 16	IKK	-5.9861	-6.0678	1.2485	0.006998000000000001
HCC1806	Ibandronate sodium salt	FDPS	-4.3485	-4.5453	0.1217	0.081384
HCC1806	Imatinib	ABL/KIT/PDGFR	-5.1337	-5.2206	1.2296	0.019596000000000002
HCC1806	Ixabepilone	TUBB	-8.4669	-8.6382	0.3127	0.10870999999999999
HCC1806	LBH589	HDAC	-6.716	-6.8511	0.5130	0
HCC1806	Lestaurtinib	FLT3/JAK2/TrkA	-6.7272	-6.8389999999999995	0.8106	0.025495
HCC1806	MG-132	Proteasome	-6.5125	-6.5782	1.6309	0.013330000000000002
HCC1806	MLN4924	NAE1	-7.5013	-7.7031	0.1852	0.10342
HCC1806	NSC663284	CDC25	-5.6067	-5.6892	1.2135	0.0040085
HCC1806	NU6102	CDK1/2	-4.6927	-4.7494	2.0000	0.037564
HCC1806	Nutlin 3a	MDM2	-4.4855	-4.3888	1.7795	0.07961900000000001
HCC1806	Olomoucine II	CDK1	-5.0427	-5.1219	1.5226	0.033142000000000005
HCC1806	Oxaliplatin	DNA cross-linker	-5.3049	-5.6499	-0.3522	0.022649000000000002
HCC1806	Oxamflatin	HDAC	-5.9817	-6.195	0.0286	0.014188
HCC1806	PD173074	FGFR1/3	-5.319	-5.4146	1.0607	0.053444000000000005
HCC1806	PP242 hydrate	MTOR	NaN	NaN	NaN	NaN
HCC1806	Paclitaxel	TUBB	-8.0685	-8.1579	1.4542	0.065535
HCC1806	SB-715992	KSP	-7.5647	-7.6317	1.7786	0.1391
HCC1806	Sigma AKT1-2 inhibitor	AKT	-4.9814	-5.0839	1.0881	0.019019
HCC1806	Sunitinib Malate	PDGFR/VEGFR/KIT/FLT3	-5.2423	-5.3269	1.5205	0.0022207
HCC1806	TCS2312 dihydrochloride	CHK1	-6.1902	-6.2588	1.5028	0.023323
HCC1806	Tamoxifen	ESR1	-4.8664	-4.9281	1.9038	0.0069173
HCC1806	Temsirolimus	MTOR	-4.5956	-4.7826	-0.0350	0.16565
HCC1806	Topotecan	TOP1	-7.3172	-7.6959	-0.0719	0.034299
HCC1806	Trichostatin A	HDAC	-4.9267	-5.0104	1.1247	0.011915
HCC1806	Triciribine	AKT	-6.4771	-6.8429	-0.5603	0.18564
HCC1806	VX-680	AURK/FLT3/ABL/JAK2	NaN	NaN	NaN	NaN
HCC1806	Valproic acid	HDAC	-2.5025	-2.6758	0.0538	0.16494
HCC1806	Vinorelbine	TUBB	-8.224	-8.2912	1.9564	0.07629
HCC1806	Vorinostat	HDAC	-3.7802	-3.9185	0.4038	0.0059771
HCC1806	XRP44X	ELK3	-5.875	-5.9745	1.2624	0.14261
HCC1806	Z-Leu-Leu-Leu-al	Proteasome	-6.2185	-6.3075	1.4678	0.1127
HCC1806	Z-Leu-Leu-Norvalinal	Proteasome	-5.9076	-5.9879999999999995	1.3231	0.011970999999999999
HCC1937	17-AAG	HSP90	-6.8969	-6.9901	1.9996	0.1822
HCC1937	5-FU	TYMS	-3.0727	-3.8045	-0.7713	0.29541
HCC1937	5-FUdR	TYMS	-2.6722	-3.3787	-0.2478	0.43586
HCC1937	AG1478	EGFR	-4.6283	-4.948	0.0273	0.12444000000000001
HCC1937	BIBW2992	EGFR/HER2	-5.4531	-6.0631	-0.0410	0.05424299999999999
HCC1937	Baicalein	Lipoxygenase	-3.7773	-4.4328	1.9891	0.52007
HCC1937	Bortezomib	Proteasome	NaN	NaN	NaN	NaN
HCC1937	Bosutinib	Src	-5.6693	-5.9173	0.5965	0.18435
HCC1937	CGC-11047	Polyamine analogue	-4.0022	NaN	-1.6021	0.22357
HCC1937	CGC-11144	Polyamine analogue	-6.6173	-6.7567	1.0573	0.004989100000000001
HCC1937	CPT-11	TOP1	NaN	NaN	NaN	NaN
HCC1937	Carboplatin	DNA cross-linker	-4.1866	-4.4863	0.4222	0.048462
HCC1937	Cisplatin	DNA cross-linker	-5.3382	-5.5247	0.5216	0.044253
HCC1937	Docetaxel	TUBB	-5.0	-8.2189	1.9993	0.6654
HCC1937	Doxorubicin	TOP2	-6.2596	-6.682	-0.2835	0.69197
HCC1937	Epirubicin	TOP2	-6.4075	-6.7097	0.3741	0.075575
HCC1937	Erlotinib	EGFR	-4.1759	-4.3929	-1.6091	0.63055
HCC1937	Etoposide	TOP2	-5.0456	-5.3767	0.1276	0.17934
HCC1937	Everolimus	MTOR	-5.0357	-5.8701	-1.2987	0.309
HCC1937	Fascaplysin	CDK4	-6.337999999999999	-6.4588	1.3626	0.0056837
HCC1937	GSK1059615	PI3K	-5.6857	-6.1338	0.0603	0.10927
HCC1937	GSK1070916	AURK	-4.8552	-5.775	-1.0936	0.39793
HCC1937	GSK1120212	MEK	NaN	NaN	NaN	NaN
HCC1937	GSK1838705A	IGF1R	-5.2364	-5.3389	1.9986	0.21603000000000003
HCC1937	GSK2119563A	PI3K	-5.0069	-5.5192	-0.6625	0.31648000000000004
HCC1937	GSK2126458A	PI3K	-6.9723	-7.5849	-0.5418	0.22316999999999998
HCC1937	GSK461364	PLK1	-6.3569	-7.4841	-1.2786	0.19802999999999998
HCC1937	GSK923295	CENPE	-5.6934	-7.3592	0.8703	0.5438
HCC1937	Gefitinib	EGFR	-4.7372	-5.0343	-0.2729	0.37924
HCC1937	Geldanamycin	HSP90	-7.2819	-7.532	1.6606	0.26005
HCC1937	Gemcitabine	DNA replication	-3.8727	-6.1325	-1.4596	0.49867
HCC1937	IKK 16	IKK	-5.5364	-5.6121	1.9989	0.0095065
HCC1937	Ibandronate sodium salt	FDPS	-4.0625	-4.5716	0.1827	0.35523000000000005
HCC1937	Imatinib	ABL/KIT/PDGFR	-4.5718	-4.6962	1.3022	0
HCC1937	Ixabepilone	TUBB	-6.2905	-6.3166	0.8639	0.10919000000000001
HCC1937	LBH589	HDAC	-6.4173	-6.7418	0.4510	0.11254000000000002
HCC1937	Lestaurtinib	FLT3/JAK2/TrkA	-5.7459	-6.2057	-0.1707	0.069492
HCC1937	MG-132	Proteasome	-6.8014	-6.8811	2.0000	0.01719
HCC1937	MLN4924	NAE1	NaN	NaN	NaN	NaN
HCC1937	NSC663284	CDC25	-5.8102	-6.1033	0.4926	0.0013775
HCC1937	NU6102	CDK1/2	-4.3039	-4.2834	1.9895	0.23676
HCC1937	Nutlin 3a	MDM2	-4.4253	-4.5974	1.5236	0.37948000000000004
HCC1937	Olomoucine II	CDK1	-4.9966	-5.1173	1.9837	0.26111
HCC1937	Oxaliplatin	DNA cross-linker	-4.7924	-5.1106	-0.6450	0.08769600000000001
HCC1937	Oxamflatin	HDAC	-5.568	-5.8349	0.5018	0.010572
HCC1937	PD173074	FGFR1/3	-5.0084	-5.1118	1.9993	0.2743
HCC1937	PP242 hydrate	MTOR	NaN	NaN	NaN	NaN
HCC1937	Paclitaxel	TUBB	-4.4776	-7.8332	0.6471	0.5548
HCC1937	SB-715992	KSP	-6.0986	-6.5202	-0.7118	0.094605
HCC1937	Sigma AKT1-2 inhibitor	AKT	-4.8104	-5.0396	0.9993	0.051146
HCC1937	Sunitinib Malate	PDGFR/VEGFR/KIT/FLT3	-5.122000000000001	-5.1909	1.9996	0.0073151000000000015
HCC1937	TCS2312 dihydrochloride	CHK1	-6.1806	-6.5699	0.1388	0.12893
HCC1937	Tamoxifen	ESR1	NaN	NaN	NaN	NaN
HCC1937	Temsirolimus	MTOR	NaN	NaN	NaN	NaN
HCC1937	Topotecan	TOP1	NaN	NaN	NaN	NaN
HCC1937	Trichostatin A	HDAC	-4.6441	-4.8525	0.5211	0.06625199999999999
HCC1937	Triciribine	AKT	-4.4776	-5.106	-0.4505	0.5907899999999999
HCC1937	VX-680	AURK/FLT3/ABL/JAK2	NaN	NaN	NaN	NaN
HCC1937	Valproic acid	HDAC	-2.3849	-2.5667	1.0335	0.066351
HCC1937	Vinorelbine	TUBB	-5.7917	NaN	-1.4846	0.23406
HCC1937	Vorinostat	HDAC	-3.4912	-3.7892	0.0909	0.13487000000000002
HCC1937	XRP44X	ELK3	NaN	NaN	NaN	NaN
HCC1937	Z-Leu-Leu-Leu-al	Proteasome	NaN	NaN	NaN	NaN
HCC1937	Z-Leu-Leu-Norvalinal	Proteasome	-6.0088	-6.3789	1.9996	0.0057729999999999995
HCC1954	17-AAG	HSP90	-7.2736	-7.5312	1.1030	0.18991
HCC1954	5-FU	TYMS	-4.186	-4.8025	-0.6618	0.1229
HCC1954	5-FUdR	TYMS	-3.5227	-4.0169999999999995	-0.7705	0.20568000000000003
HCC1954	AG1478	EGFR	-4.9541	-5.5348	-0.9743	0.20114
HCC1954	BIBW2992	EGFR/HER2	-6.5441	-6.9493	-0.5387	0.030169
HCC1954	Baicalein	Lipoxygenase	-3.7773	-4.0189	2.0000	0.51344
HCC1954	Bortezomib	Proteasome	NaN	NaN	NaN	NaN
HCC1954	Bosutinib	Src	-5.6774	-5.9761	-0.1940	0.033041
HCC1954	CGC-11047	Polyamine analogue	-5.5342	-6.5631	-1.0413	0.02615
HCC1954	CGC-11144	Polyamine analogue	-6.5077	-6.6591	1.4033	0.0068040999999999996
HCC1954	CPT-11	TOP1	-4.5272	-4.6705	1.1884	0.08304500000000001
HCC1954	Carboplatin	DNA cross-linker	-4.1781	-4.3885	0.6192	0.041606
HCC1954	Cisplatin	DNA cross-linker	-5.0644	-5.3013	0.5931	0.029783999999999998
HCC1954	Docetaxel	TUBB	-8.5724	-8.8092	0.3357	0.0624
HCC1954	Doxorubicin	TOP2	-6.9712	-7.1988	-0.4775	0.23565
HCC1954	Epirubicin	TOP2	-6.4108	-6.7111	0.2630	0.010263
HCC1954	Erlotinib	EGFR	-4.8134	-5.5658	-1.1133	0.4041
HCC1954	Etoposide	TOP2	-5.7342	-6.1019	-0.4200	0.032474
HCC1954	Everolimus	MTOR	-5.5725	NaN	-1.5332	0.24766999999999997
HCC1954	Fascaplysin	CDK4	-6.4839	-6.5772	1.3445	0
HCC1954	GSK1059615	PI3K	-6.4688	-6.6416	0.7891	0.020919999999999998
HCC1954	GSK1070916	AURK	-5.3489	-5.547000000000001	0.3505	0.077386
HCC1954	GSK1120212	MEK	-4.7773	-5.6595	-0.9024	0.65347
HCC1954	GSK1838705A	IGF1R	-4.8884	-5.055	0.9910	0.036351
HCC1954	GSK2119563A	PI3K	-6.0715	-6.223	0.9441	0.18744
HCC1954	GSK2126458A	PI3K	-7.7807	-8.1463	0.2599	0.046606
HCC1954	GSK461364	PLK1	-8.5601	-8.6498	1.8980	0.19655
HCC1954	GSK923295	CENPE	-7.5936	-7.7045	1.4471	0.1315
HCC1954	Gefitinib	EGFR	-5.3876	-5.6277	-0.1691	0.16973
HCC1954	Geldanamycin	HSP90	-7.9491	-8.066	1.8903	0.2302
HCC1954	Gemcitabine	DNA replication	-3.8416	-3.8416	-0.2141	0.72678
HCC1954	IKK 16	IKK	-5.6072	-5.8241	0.9260	0.001213
HCC1954	Ibandronate sodium salt	FDPS	-4.1608	-4.2576	1.9996	0.2831
HCC1954	Imatinib	ABL/KIT/PDGFR	-4.9208	-5.0391	1.1890	0.009855
HCC1954	Ixabepilone	TUBB	-8.5657	-8.6882	0.6933	0.054279999999999995
HCC1954	LBH589	HDAC	-6.2607	-6.4678	0.3685	0.034834
HCC1954	Lestaurtinib	FLT3/JAK2/TrkA	-5.2448	-5.3917	0.9373	0.032825
HCC1954	MG-132	Proteasome	-6.6734	-6.7443	1.9993	0.08143
HCC1954	MLN4924	NAE1	-5.0988	-5.3948	0.3984	0.30178
HCC1954	NSC663284	CDC25	-5.0841	-5.2062	1.2333	0
HCC1954	NU6102	CDK1/2	-4.2292	-4.3284	0.9146	0.44242
